| # | team | efficiency1 | efficiency2 | efficiency3 | efficiency4 | efficiency5 | efficiency6 | efficiency7 | efficiency8 | efficiency9 | efficiency10 | efficiency11 | efficiency12 | efficiency13 |
| 143 | TS_TCPC |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | h4 |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | goto11 |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Fixed but mostly pointless |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Reflex12 |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Freddy Pringle |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Pi |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Typeclass Without Laws |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | monoid |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | ;Unbound variable: teamname |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | fp[uk] |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | FIRQ |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | (mistakenly registered) |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | shukhrat |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | globalstudent |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | a |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | yupiteru |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | CoderMal |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | serious |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | h4rr9 |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Scr4peR |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Pi |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | cleanlean |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | UnlikelyToSucceed |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | elmurod |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Aqqrs |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | speakerteeth |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | skullgang |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | kakira |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Q |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | asldev |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | 7999f27ae4db |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | ut |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Pseudo  |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | FunctionalPerls |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | wendigogo |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | dapps |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | FCCPC |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Team Meh |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Pure Laziness (backup account) |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | fantastic-couscous |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | balonit_bros |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | fp[uk] |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | ai |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | O'zim |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | a |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Quarks |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Man with a minivan |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | wanui |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Gobelet |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | the-bam |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Sigmoid Freud |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | TerrorBytes |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Keksfreunde |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | tryhard |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Tusan |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Lambgaga |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | I-M-X |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | VL |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Dysfunction |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | insert team name here |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | TerrorBytes |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Mimir's k?lla |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Serpens Viridis |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | GeriatricCoder |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | xmtpj |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | suicide |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | help |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Hacksell |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Lian Yu |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Canivsar |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | keles |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | wolfadex |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | matmis |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | SPAAACE |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | EvbCFfp1XB |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | SomeTeam |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | TeamTeam |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | yowa |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Snowbot Brigade |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Rasengan |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Affliction |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | scanhex |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | tsickle |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Flat Earth Society - Jovian Chapter |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | dfyz |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | woo hou feng |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Zarief's Team |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | turbolent |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | LILik |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Nicolas van Kempen |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Heklers @ < 16% |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Willie_the_Westie |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Bowlerinas |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | nyiyui |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | ishmeal |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | seiyakyokai |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Endoscopic |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Docet Omnia |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | The Higher Order Of Zeuxis |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | theta |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | NetworkNinjas |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | g7r |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | tryers |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | devai |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | ?? |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | cyberecho |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Lamb-duh |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | max-theht-xam |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Sha90w |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Nt4fVr8KeE2na3m |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | p-coder |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | team |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | mistake |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Briareos |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Tetromino |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Nolan |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | YbB |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | gdb |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | szn |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Kashell |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Bue World |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | meanmate |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | mont |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | miss |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Isaq |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | MangoPeeled |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Krizai |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | eggy |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Play Dominion, now on Steam, Apple or Google Play |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | ???? |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | juu_me_myself_I |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | test |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | treedub |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | PalamPa |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Duck |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | aaaaaaaaaa2230 |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | ZeroOne |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | fish and chips |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | CR7 Syntax |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | TheBeastProgrammers |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | a05a309b-6f47-4a46-8c96-282c6722d17b |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | happy15 |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Triloxy |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | quyse |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Recite to Rewrite |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | the-sinner |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | PhdThai&Love |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Ronan C |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | 4649 |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | treechicken |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | LambLambda |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | weird attractor |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | BurningSofaSoftware |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | phoebeharris |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | POCSlackers |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | nbu |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | CodeKage |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Timur |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | TheAndyHorses |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | WanderingLeaf |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Maple Bacon |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | radeye |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | We have a Hulk |  |  |  |  |  |  |  |  |  |  |  |  |  |
| 143 | Researcher |  |  |  |  |  |  |  |  |  |  |  |  |  |

You scored some points for looking at the scoreboard!

